2021-09-28 11:03:58,907 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:26:26,539 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:26:26,541 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:26:26,542 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:26:26,604 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-09-28 12:26:26,626 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-09-28 12:26:26,627 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:26:26,628 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-42565-1632831986299-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:26:26,629 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:26:26,865 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-09-28 12:26:27,125 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 12:26:27,125 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 12:26:27,157 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-09-28 12:26:27,260 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-09-28 12:26:27,326 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-09-28 12:33:29,992 | WARN  | Transport Connection to: tcp://192.168.96.7:47448 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47448@61616
2021-09-28 12:33:29,993 | WARN  | Transport Connection to: tcp://192.168.96.7:47452 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47452@61616
2021-09-28 12:33:29,994 | WARN  | Transport Connection to: tcp://192.168.96.7:47454 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47454@61616
2021-09-28 12:33:29,993 | WARN  | Transport Connection to: tcp://192.168.96.7:47450 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47450@61616
2021-09-28 12:33:29,997 | WARN  | Transport Connection to: tcp://192.168.96.7:47462 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47462@61616
2021-09-28 12:33:29,996 | WARN  | Transport Connection to: tcp://192.168.96.7:47460 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47460@61616
2021-09-28 12:33:29,996 | WARN  | Transport Connection to: tcp://192.168.96.7:47458 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47458@61616
2021-09-28 12:33:29,995 | WARN  | Transport Connection to: tcp://192.168.96.7:47456 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47456@61616
2021-09-28 12:33:29,998 | WARN  | Transport Connection to: tcp://192.168.96.7:47464 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47464@61616
2021-09-28 12:33:43,076 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Sep 28 12:33:43 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-09-28 12:33:43,806 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:33:43,905 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-09-28 12:33:43,937 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-09-28 12:33:44,117 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-42377-1632832423944-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:33:44,175 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:33:44,176 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:33:44,178 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:33:44,179 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:33:44,182 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:33:44,184 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:33:44,186 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:33:44,187 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:33:44,251 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-09-28 12:33:44,275 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-09-28 12:33:44,275 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:33:44,276 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-42377-1632832423944-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:33:44,277 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:33:44,521 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-09-28 12:33:44,770 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 12:33:44,770 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 12:33:44,799 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-09-28 12:33:44,900 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-09-28 12:33:44,953 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-09-28 12:37:40,970 | WARN  | Transport Connection to: tcp://192.168.96.7:47848 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47848@61616
2021-09-28 12:37:40,971 | WARN  | Transport Connection to: tcp://192.168.96.7:47852 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47852@61616
2021-09-28 12:37:40,971 | WARN  | Transport Connection to: tcp://192.168.96.7:47850 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47850@61616
2021-09-28 12:37:40,974 | WARN  | Transport Connection to: tcp://192.168.96.7:47862 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47862@61616
2021-09-28 12:37:40,973 | WARN  | Transport Connection to: tcp://192.168.96.7:47860 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47860@61616
2021-09-28 12:37:40,973 | WARN  | Transport Connection to: tcp://192.168.96.7:47858 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47858@61616
2021-09-28 12:37:40,972 | WARN  | Transport Connection to: tcp://192.168.96.7:47856 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47856@61616
2021-09-28 12:37:40,972 | WARN  | Transport Connection to: tcp://192.168.96.7:47854 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47854@61616
2021-09-28 12:37:40,975 | WARN  | Transport Connection to: tcp://192.168.96.7:47864 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:47864@61616
2021-09-28 12:37:53,640 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Sep 28 12:37:53 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-09-28 12:37:54,365 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:37:54,469 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-09-28 12:37:54,567 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-09-28 12:37:54,759 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-45783-1632832674576-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:37:54,832 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:37:54,833 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:37:54,836 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:37:54,837 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:37:54,840 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:37:54,841 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:37:54,843 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:37:54,844 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:37:54,903 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-09-28 12:37:54,927 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-09-28 12:37:54,927 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:37:54,928 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-45783-1632832674576-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:37:54,929 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:37:55,180 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-09-28 12:37:55,430 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 12:37:55,430 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 12:37:55,467 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-09-28 12:37:55,571 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-09-28 12:37:55,622 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-09-28 14:18:47,926 | WARN  | Transport Connection to: tcp://192.168.96.7:48140 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:48140@61616
2021-09-28 14:18:47,927 | WARN  | Transport Connection to: tcp://192.168.96.7:48144 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:48144@61616
2021-09-28 14:18:47,926 | WARN  | Transport Connection to: tcp://192.168.96.7:48142 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:48142@61616
2021-09-28 14:18:47,928 | WARN  | Transport Connection to: tcp://192.168.96.7:48148 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:48148@61616
2021-09-28 14:18:47,928 | WARN  | Transport Connection to: tcp://192.168.96.7:48146 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:48146@61616
2021-09-28 14:18:47,931 | WARN  | Transport Connection to: tcp://192.168.96.7:48156 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:48156@61616
2021-09-28 14:18:47,930 | WARN  | Transport Connection to: tcp://192.168.96.7:48154 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:48154@61616
2021-09-28 14:18:47,930 | WARN  | Transport Connection to: tcp://192.168.96.7:48150 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:48150@61616
2021-09-28 14:18:47,930 | WARN  | Transport Connection to: tcp://192.168.96.7:48152 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:48152@61616
2021-09-28 14:19:00,099 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Sep 28 14:19:00 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-09-28 14:19:00,781 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-09-28 14:19:00,870 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-09-28 14:19:00,905 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-09-28 14:19:01,107 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-34563-1632838740912-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-09-28 14:19:01,171 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 14:19:01,172 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 14:19:01,174 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 14:19:01,175 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 14:19:01,177 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 14:19:01,178 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 14:19:01,180 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 14:19:01,181 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 14:19:01,248 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-09-28 14:19:01,273 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-09-28 14:19:01,274 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 14:19:01,274 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-34563-1632838740912-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-09-28 14:19:01,276 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-09-28 14:19:01,531 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-09-28 14:19:01,789 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 14:19:01,789 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 14:19:01,819 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-09-28 14:19:01,933 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-09-28 14:19:01,986 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-09-28 14:25:15,997 | WARN  | Transport Connection to: tcp://192.168.96.7:51786 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:51786@61616
2021-09-28 14:25:15,998 | WARN  | Transport Connection to: tcp://192.168.96.7:51790 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:51790@61616
2021-09-28 14:25:15,997 | WARN  | Transport Connection to: tcp://192.168.96.7:51788 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:51788@61616
2021-09-28 14:25:16,000 | WARN  | Transport Connection to: tcp://192.168.96.7:51800 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:51800@61616
2021-09-28 14:25:15,999 | WARN  | Transport Connection to: tcp://192.168.96.7:51798 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:51798@61616
2021-09-28 14:25:15,999 | WARN  | Transport Connection to: tcp://192.168.96.7:51796 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:51796@61616
2021-09-28 14:25:15,999 | WARN  | Transport Connection to: tcp://192.168.96.7:51794 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:51794@61616
2021-09-28 14:25:15,998 | WARN  | Transport Connection to: tcp://192.168.96.7:51792 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:51792@61616
2021-09-28 14:25:16,001 | WARN  | Transport Connection to: tcp://192.168.96.7:51802 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:51802@61616
2021-09-28 14:25:28,504 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Sep 28 14:25:28 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-09-28 14:25:29,199 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-09-28 14:25:29,290 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-09-28 14:25:29,327 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-09-28 14:25:29,484 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-43673-1632839129338-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-09-28 14:25:29,547 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 14:25:29,548 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 14:25:29,550 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 14:25:29,551 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 14:25:29,554 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 14:25:29,555 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 14:25:29,557 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 14:25:29,558 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 14:25:29,621 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-09-28 14:25:29,644 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-09-28 14:25:29,645 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 14:25:29,645 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-43673-1632839129338-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-09-28 14:25:29,647 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-09-28 14:25:29,910 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-09-28 14:25:30,158 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 14:25:30,158 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 14:25:30,189 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-09-28 14:25:30,304 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-09-28 14:25:30,356 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-09-28 15:07:56,081 | WARN  | Transport Connection to: tcp://192.168.96.7:52152 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:52152@61616
2021-09-28 15:07:56,095 | WARN  | Transport Connection to: tcp://192.168.96.7:52158 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:52158@61616
2021-09-28 15:07:56,095 | WARN  | Transport Connection to: tcp://192.168.96.7:52160 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:52160@61616
2021-09-28 15:07:56,095 | WARN  | Transport Connection to: tcp://192.168.96.7:52162 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:52162@61616
2021-09-28 15:07:56,095 | WARN  | Transport Connection to: tcp://192.168.96.7:52164 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:52164@61616
2021-09-28 15:07:56,095 | WARN  | Transport Connection to: tcp://192.168.96.7:52166 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:52166@61616
2021-09-28 15:07:56,095 | WARN  | Transport Connection to: tcp://192.168.96.7:52168 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:52168@61616
2021-09-28 15:07:56,082 | WARN  | Transport Connection to: tcp://192.168.96.7:52154 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:52154@61616
2021-09-28 15:07:56,100 | WARN  | Transport Connection to: tcp://192.168.96.7:52156 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:52156@61616
2021-09-28 15:08:08,647 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Sep 28 15:08:08 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-09-28 15:08:09,348 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-09-28 15:08:09,430 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-09-28 15:08:09,460 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-09-28 15:08:09,604 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-39461-1632841689467-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-09-28 15:08:09,672 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 15:08:09,673 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 15:08:09,675 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 15:08:09,676 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 15:08:09,678 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 15:08:09,680 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 15:08:09,688 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 15:08:09,689 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
